Model No.,Godwan,MT Stock,IB Stock,DDN Stock,DL Stock,CHD Stock,Main,Sample Line,Total
JC1L209M0045,0,0,0,1,0,2,0,0,3
JC1L224M0025,0,0,0,0,0,0,0,0,0
JC1L168M0035,0,0,0,0,0,0,0,0,0
JC1L226M0055,0,0,0,0,0,0,6,0,6
JC1L223M0025,0,0,0,0,0,0,0,0,0
JC1L230M0035,0,0,0,0,0,0,0,0,0
JC1L226M0045,0,0,0,0,0,0,6,0,6
JC1L230M0075,0,0,0,1,1,2,31,1,36
JC1L209M0055,0,0,0,0,1,2,0,1,4
JC1L163M0225,0,0,0,0,0,0,0,0,0
JC1L228M0085,0,0,0,0,0,0,0,0,0
JC1L225M0015,0,0,0,0,0,0,0,0,0
JC1L189M0015,0,0,0,0,0,0,0,0,0
JC1L209M0075,0,0,0,0,0,2,0,0,2
JC1L222M0055,0,0,0,0,0,0,0,0,0
JC1L113M0025,0,0,0,0,0,0,3,0,3
JC1L186M0055,0,0,0,0,0,0,0,0,0
JC1L227M0065,0,0,0,0,0,0,6,0,6
JC1L247M0045,0,0,0,0,0,0,5,0,5
JC1L247M0035,0,0,0,0,0,0,6,0,6
JC1L264M0035,0,0,0,0,0,0,0,1,1
JC1L225M0085,0,1,0,0,0,0,3,0,4
JC1L226M0065,0,0,0,0,0,0,6,0,6
JC1L251M0025,0,0,0,0,0,0,0,0,0
JC1L163M0245,0,0,0,0,0,0,0,0,0
JC1L186M0025,0,0,0,0,0,0,0,0,0
JC1L248M0035,0,1,0,1,2,2,5,1,12
JC1L271M0035,0,0,0,0,0,0,0,0,0
JC1L193M0015,0,0,0,0,0,0,0,0,0
JC1L208M0055,0,0,0,1,1,2,0,0,4
JC1L184M0025,0,0,0,0,0,0,0,0,0
JC1L186M0065,0,0,0,0,0,0,0,0,0
JC1L228M0035,0,0,0,1,0,0,0,0,1
JC1L222M0035,0,0,0,0,0,0,0,0,0
JC1L230M0065,0,1,0,1,1,1,49,1,54
JC1L247M0025,0,0,0,1,0,0,6,0,7
JC1L232M0065,0,0,0,0,0,0,0,0,0
JC1L248M0045,0,0,0,1,1,0,0,0,2
JC1L251M0075,0,0,0,0,0,0,0,1,1
JC1L251M0045,0,0,0,1,1,2,2,1,7
JC1L222M0065,0,0,0,0,0,0,0,0,0
JC1L227M0035,0,0,0,0,0,0,8,0,8
JC1L226M0025,0,0,0,0,1,0,0,0,1
JC1L248M0065,0,0,0,1,0,2,0,0,3
JC1L208M0025,0,0,0,0,0,0,0,0,0
JC1L223M0065,0,0,0,1,2,1,0,0,4
JC1L264M0075,0,0,0,0,0,0,0,1,1
JC1L247M0055,0,0,0,0,0,0,6,0,6
JC1L248M0075,0,0,0,1,1,1,1,1,5
JC1L168M0045,0,0,0,0,0,0,0,0,0
JC1L163M0275,0,0,0,0,0,0,0,0,0
JC1L268M0055,0,0,0,0,0,1,1,1,3
JC1L248M0055,0,1,0,1,2,1,15,1,21
JC1L228M0065,0,0,0,0,0,0,0,0,0
JC1L168M0085,0,0,0,0,0,0,0,0,0
JC1L228M0045,0,0,0,1,0,0,0,0,1
JC1L073M0075,0,0,0,0,0,0,0,0,0
JC1L247M0075,0,0,0,0,0,0,6,0,6
JC1L306M0015,0,0,0,0,1,0,0,0,1
JC1L163M0255,0,0,0,0,0,0,0,0,0
JC1L167M0055,0,0,0,0,0,0,0,0,0
JC1L302M0055,0,0,0,0,0,1,2,1,4
JC1L163M0065,0,0,0,0,0,0,0,0,0
JC1L183M0015,0,0,0,0,0,0,0,0,0
JC1L222M0025,0,0,0,0,0,0,0,0,0
JC1L305M0015,0,0,0,0,0,0,0,0,0
JC1L306M0075,0,0,1,0,0,1,0,0,2
JC1L305M0065,0,0,1,1,1,2,3,1,9
JC1L230M0015,0,0,0,0,0,0,0,0,0
JC1L269M0045,0,0,0,0,0,1,0,0,1
JC1L227M0025,0,0,0,0,0,0,0,1,1
JC1L185M0015,0,0,0,0,0,0,0,0,0
JC1L073M0025,0,0,0,0,0,0,0,0,0
JC1L264M0015,0,0,0,0,0,0,0,0,0
JC1L112M0025,0,0,0,0,0,0,5,0,5
JC1L264M0025,0,0,0,0,0,0,0,0,0
JC1L228M0025,0,0,0,1,1,0,0,0,2
JC1L022M0025,0,0,0,0,0,0,4,0,4
JC1L190M0065,0,0,0,0,0,0,0,0,0
JC1L225M0095,0,0,0,0,0,0,3,0,3
JC1L226M0015,0,0,0,1,1,1,0,1,4
JC1L114M0065,0,0,0,0,0,0,0,0,0
JC1L306M0065,0,0,0,1,1,1,0,1,4
JC1L001M0135,0,0,0,0,0,0,0,0,0
JC1L304M0055,0,0,0,1,1,1,3,1,7
JC1L208M0035,0,0,0,0,1,2,0,0,3
JC1L305M0055,0,1,0,1,1,2,9,1,15
JC1L270M0035,0,0,0,0,0,0,0,0,0
JC1L251M0065,0,0,0,0,0,0,0,0,0
JC1L306M0055,0,0,1,1,1,1,0,1,5
JC1L227M0045,0,0,0,0,0,0,10,0,10
JC1L022M0045,0,0,0,0,0,0,5,0,5
JC1L305M0045,0,0,0,1,1,1,5,1,9
JC1L306M0035,0,0,0,1,1,2,4,1,9
JC1L224M0065,0,0,0,1,0,0,0,0,1
JC1L224M0075,0,1,0,1,1,2,5,1,11
JC1L112M0045,0,0,0,0,0,0,0,0,0
JC1L209M0035,0,0,0,1,0,1,0,0,2
JC1L209M0065,0,1,0,1,0,0,1,1,4
JC1L167M0015,0,0,0,0,0,0,0,0,0
JC1L229M0045,0,0,0,0,0,0,5,0,5
JC1L227M0075,0,0,0,0,0,0,5,0,5
JC1L230M0055,0,0,0,1,2,1,33,1,38
JC1L208M0065,0,0,0,1,2,1,0,1,5
JC1L224M0045,0,0,0,1,0,0,0,0,1
JC1L208M0075,0,0,0,1,1,1,0,1,4
JC1L230M0025,0,0,1,1,1,0,0,0,3
JC1L270M0055,0,0,0,0,1,1,0,1,3
JC1L304M0075,0,0,0,0,1,0,0,1,2
JC1L269M0055,0,0,1,0,0,0,0,0,1
JC1L270M0065,0,1,1,1,1,1,3,1,9
JC1L209M0025,0,0,0,0,0,0,0,0,0
JC1L268M0045,0,0,0,1,1,1,0,1,4
JC1L251M0055,0,0,0,0,1,1,1,1,4
JC1L264M0045,0,0,0,0,0,0,0,1,1
JC1L067M0045,0,0,0,0,0,0,0,0,0
JC1L193M0025,0,0,0,0,0,0,0,0,0
JC1L190M0045,0,0,0,0,0,0,0,0,0
JC1L190M0075,0,0,0,0,0,0,0,0,0
JC1L190M0035,0,0,0,0,0,0,0,0,0
JC1L270M0045,0,0,0,1,1,0,0,0,2
JC1L304M0045,0,0,0,1,2,0,0,0,3
JC1L305M0035,0,0,0,1,1,1,1,1,5
JC1L302M0045,0,0,0,1,0,1,0,0,2
JC1L306M0025,0,0,0,0,0,1,0,0,1
JC1L228M0015,0,0,0,0,0,0,0,1,1
JC1L113M0045,0,0,0,0,0,0,4,0,4
JC1L251M0015,0,0,0,0,1,0,0,0,1
JC1L264M0065,0,0,0,0,1,0,0,0,1
JC1L306M0045,0,0,0,0,1,0,0,0,1
JC1L022M0035,0,0,0,0,0,0,4,0,4
JC1L229M0025,0,0,0,0,0,0,6,0,6
JC1L112M0055,0,0,0,0,0,0,0,0,0
JC1L163M0045,0,0,0,0,0,0,0,1,1
JC1L193M0065,0,0,0,0,0,0,0,0,0
JC1L268M0065,0,0,0,0,0,0,1,1,2
JC1L232M0015,0,0,0,0,0,0,0,0,0
JC1L227M0055,0,0,0,0,0,0,7,0,7
JC1L167M0035,0,0,0,0,0,0,0,0,0
JC1L184M0045,0,0,0,0,0,0,0,0,0
JC1L271M0045,0,1,2,1,1,1,0,1,7
JC1L271M0065,0,0,1,1,1,1,3,1,8
JC1L189M0065,0,0,0,0,0,0,0,0,0
JC1L189M0055,0,0,0,0,0,0,0,0,0
JC1L223M0015,0,0,0,0,0,0,0,0,0
JC1L224M0035,0,0,0,1,0,0,0,0,1
JC1L224M0055,0,0,0,1,0,0,0,0,1
JC1L224M0095,0,1,0,1,2,1,25,1,31
JC1L229M0055,0,0,0,0,0,0,6,0,6
JC1L247M0065,0,0,0,0,0,0,0,0,0
JC1L208M0045,0,0,0,1,3,1,0,0,5
JC1L271M0015,0,1,0,0,0,0,0,0,1
JC1L304M0065,0,0,0,0,0,0,0,0,0
JC1L249M0015,0,0,0,0,0,0,0,0,0
JC1L222M0045,0,0,0,0,0,0,0,0,0
JC1L249M0035,0,0,0,0,0,0,0,0,0
JC1L269M0065,0,0,0,1,1,1,0,1,4
JC1L189M0085,0,0,0,0,0,0,0,0,0
JC1L249M0065,0,0,0,1,1,0,0,0,2
JC1L001M0025,0,0,0,0,0,0,4,0,4
JC1L190M0055,0,0,0,0,0,0,0,1,1
JC1L227M0085,0,0,0,0,0,0,5,0,5
JC1L302M0035,0,0,0,0,0,0,0,1,1
JC1L229M0035,0,0,0,0,0,0,10,0,10
JC1L223M0055,0,1,0,1,2,1,7,1,13
JC1L223M0045,0,0,0,1,2,1,7,1,12
JC1L229M0085,0,0,0,0,0,0,6,0,6
JC1L163M0035,0,0,0,0,0,0,0,0,0
JC1L225M0065,0,0,0,0,0,0,4,0,4
JC1L304M0025,0,0,0,0,0,1,0,0,1
JC1L209M0015,0,0,0,0,1,0,0,0,1
JC1L168M0075,0,0,0,0,0,0,0,0,0
JC1L185M0025,0,0,0,0,0,0,0,0,0
JC1L193M0055,0,1,0,1,1,0,9,1,13
JC1L185M0035,0,0,0,0,0,0,0,0,0
JC1L269M0035,0,0,0,0,0,0,0,0,0
JC1L249M0025,0,0,0,1,1,1,0,1,4
JC1L249M0045,0,0,0,1,1,1,0,1,4
JC1L269M0075,0,1,1,1,1,1,2,1,8
JC1L113M0035,0,0,0,0,0,0,4,0,4
JC1L209M0085,0,0,0,1,1,0,0,0,2
JC1L223M0035,0,0,0,1,3,1,0,0,5
JC1L193M0045,0,0,0,0,0,0,0,0,0
JC1L073M0015,0,0,0,0,0,0,0,0,0
JC1L073M0065,0,0,0,0,0,0,0,0,0
JC1L268M0015,0,0,0,0,0,0,0,0,0
JC1L189M0035,0,0,0,0,0,0,0,0,0
JC1L184M0015,0,0,0,0,0,0,0,1,1
JC1L229M0015,0,0,0,0,0,0,0,0,0
JC1L249M0055,0,0,0,1,1,0,0,0,2
JC1L304M0035,0,0,0,0,0,0,0,1,1
JC1L225M0105,0,1,0,0,0,0,5,0,6
JC1L222M0075,0,0,0,0,0,0,0,0,0
JC1L163M0265,0,0,0,0,0,0,0,0,0
JC1L222M0015,0,0,0,0,0,0,0,0,0
JC1L073M0045,0,0,0,0,0,0,0,0,0
JC1L269M0025,0,0,0,1,0,0,0,1,2
JC1L302M0025,0,0,0,0,0,1,0,0,1
JC1L248M0015,0,0,1,0,0,0,0,0,1
JC1L177M0035,0,0,0,0,0,0,0,0,0
JC1L190M0025,0,0,0,0,0,0,0,0,0
JC1L186M0035,0,0,0,0,0,0,0,0,0
JC1L177M0055,0,0,0,0,0,0,0,0,0
JC1L264M0055,0,0,0,1,1,0,0,0,2
JC1L227M0015,0,0,0,0,0,0,0,0,0
JC1L225M0035,0,0,0,0,0,0,0,0,0
JC1L186M0045,0,0,0,0,0,0,0,0,0
JC1L302M0065,0,0,0,0,0,0,0,1,1
JC1L305M0025,0,1,0,1,1,1,8,1,13
JC1L073M0055,0,0,0,0,0,0,0,0,0
JC1L224M0015,0,0,0,0,0,0,0,0,0
JC1L115M0035,0,0,0,0,0,0,0,0,0
JC1L268M0035,0,0,0,0,0,0,0,0,0
JC1L251M0035,0,0,0,0,1,0,0,0,1
JC1L001M0035,0,0,0,0,0,0,4,0,4
JC1L001M0045,0,0,0,0,0,0,4,0,4
JC1L001M0055,0,0,0,0,0,0,5,0,5
JC1L001M0065,0,0,0,0,0,0,5,0,5
JC1L001M0115,0,0,0,0,0,0,0,0,0
JC1L001M0125,0,0,0,0,0,0,0,0,0
JC1L001M0155,0,0,0,0,0,0,0,0,0
JC1L001M0165,0,0,0,0,0,0,0,0,0
JC1L022M0055,0,0,0,0,0,0,0,0,0
JC1L022M0065,0,0,0,0,0,0,5,0,5
JC1L022M0075,0,0,0,0,0,0,3,0,3
JC1L067M0015,0,0,0,0,0,0,0,0,0
JC1L067M0025,0,0,0,0,0,0,0,0,0
JC1L067M0035,0,0,0,0,0,0,0,0,0
JC1L067M0055,0,0,0,0,0,0,0,0,0
JC1L067M0065,0,0,0,0,0,0,0,0,0
JC1L073M0035,0,0,0,0,0,0,0,0,0
JC1L112M0035,0,0,0,0,0,0,0,0,0
JC1L114M0055,0,0,0,0,0,0,0,0,0
JC1L114M0075,0,0,0,0,0,0,0,0,0
JC1L115M0025,0,0,0,0,0,0,0,0,0
JC1L115M0045,0,0,0,0,0,0,0,0,0
JC1L115M0055,0,0,0,1,0,0,0,0,1
JC1L163M0015,0,0,0,0,0,0,0,0,0
JC1L163M0025,0,0,0,0,0,0,0,0,0
JC1L163M0055,0,0,0,0,0,0,0,0,0
JC1L163M0075,0,0,0,0,0,0,0,0,0
JC1L163M0085,0,0,0,0,0,0,0,0,0
JC1L163M0235,0,0,0,0,0,0,0,0,0
JC1L167M0025,0,0,0,0,0,0,0,0,0
JC1L167M0045,0,0,0,0,0,0,0,0,0
JC1L167M0065,0,0,0,0,0,0,0,0,0
JC1L177M0025,0,0,0,0,0,0,0,0,0
JC1L182M0015,0,0,0,0,0,0,0,0,0
JC1L182M0025,0,0,0,0,0,0,0,0,0
JC1L182M0035,0,0,0,0,0,0,0,0,0
JC1L183M0025,0,0,0,0,0,0,0,0,0
JC1L183M0035,0,0,0,0,0,0,0,0,0
JC1L184M0035,0,0,0,0,0,0,0,0,0
JC1L189M0045,0,0,0,0,0,0,0,0,0
JC1L193M0035,0,0,0,0,0,0,0,0,0
JC1L208M0015,0,0,0,0,0,0,0,0,0
JC1L224M0085,0,0,0,1,1,1,12,1,16
JC1L225M0025,0,0,0,0,0,0,0,0,0
JC1L225M0055,0,0,0,0,0,0,4,0,4
JC1L247M0015,0,0,0,0,0,0,0,0,0
JC1L225M0045,0,0,0,0,0,0,4,0,4
JC1L225M0075,0,0,0,0,0,0,5,0,5
JC1L304M0015,0,0,0,1,1,0,0,1,3
JC1L301M0025,0,0,0,0,1,0,1,1,3
JC1L301M0035,0,0,0,0,1,0,0,0,1
JC1L301M0045,0,0,0,0,1,0,0,1,2
JC1L301M0055,0,0,0,0,1,0,0,1,2
JC1L301M0065,0,0,0,0,1,1,2,1,5
JC1L301M0075,0,0,0,0,1,1,2,1,5
JC1L303M0015,0,0,0,0,1,1,1,1,4
JC1L303M0025,0,0,0,1,1,1,12,1,16
JC1L303M0035,0,0,0,0,1,0,2,1,4
JC1L303M0045,0,0,0,1,1,1,9,1,13
JC1L303M0055,0,0,0,1,1,1,12,1,16
JC1L303M0065,0,0,0,1,1,1,11,1,15
JC1L321L0015,0,0,0,1,1,1,12,1,16
JC1L321L0025,0,0,0,1,1,1,14,1,18
JC1L321L0035,0,0,0,1,1,1,12,1,16
JC1L321L0045,0,0,0,1,1,1,13,1,17
JC1L321L0055,0,0,0,1,1,1,12,1,16
JC1L321L0065,0,0,0,1,1,1,14,1,18
JC1L322M0035,0,0,0,0,1,1,7,1,10
JC1L322M0055,0,0,0,1,1,1,8,1,12
JC1L323M0035,0,0,0,1,1,1,18,1,22
JC1L323M0055,0,0,0,0,1,1,10,1,13
JC1L323M0065,0,0,0,1,1,1,9,1,13
JC1L322M0015,0,0,0,0,1,0,0,1,2
JC1L322M0025,0,0,0,1,1,1,21,1,25
JC1L322M0045,0,0,0,0,1,0,7,0,8
JC1L322M0065,0,0,0,1,1,1,13,1,17
JC1L323M0015,0,0,0,1,1,1,0,1,4
JC1L323M0025,0,0,0,0,0,1,8,1,10
JC1L323M0045,0,0,0,0,1,1,9,1,12
GW0022L2,0,0,0,1,1,0,0,0,2
GW0022L3,0,1,1,1,1,0,0,1,5
GW0030L2,0,0,0,0,1,0,0,0,1
GW0033L8,0,0,0,0,0,0,0,1,1
GW0202G1,0,1,1,1,1,0,0,1,5
GW0202G2,0,1,1,2,0,0,0,0,4
GW0202G4,0,1,1,1,2,0,2,1,8
GW0202G5,0,0,0,0,0,0,0,0,0
GW0203G9,0,0,0,0,0,0,0,0,0
GW0203G10,0,0,0,0,0,0,0,0,0
GW0260G4,0,0,0,1,1,0,0,0,2
GW0265G7,0,0,0,1,0,0,0,0,1
GW0265G8,0,0,0,1,0,0,0,1,2
GW0265G10,0,0,0,1,0,0,0,0,1
GW0265G12,0,1,1,1,1,0,8,1,13
GW0300L2,0,0,0,0,0,0,0,0,0
GW0300L3,0,1,1,1,1,0,0,0,4
GW0308L5,0,0,0,0,0,0,0,1,1
GW0320L2,0,1,1,1,0,0,0,0,3
GW0354L3,0,0,0,0,0,0,0,0,0
GW0359L1,0,0,0,0,0,0,0,0,0
GW0389G2,0,0,0,0,0,0,0,0,0
GW0401L1,0,0,0,0,0,0,0,0,0
GW0401L2,0,0,0,1,1,0,0,0,2
GW0401L3,0,1,1,1,2,0,0,1,6
GW0404L1,0,0,0,0,0,0,0,0,0
GW0404L2,0,1,1,1,1,0,0,0,4
GW0404L3,0,1,1,1,1,0,11,1,16
GW0438L2,0,0,0,0,0,0,0,0,0
GW0438L3,0,0,0,0,0,0,0,0,0
GW0438L6,0,0,0,0,0,0,0,0,0
GW0452L1,0,0,0,0,1,0,0,0,1
GW0456G1,0,1,1,1,1,0,4,1,9
GW0456G2,0,1,1,1,2,0,0,1,6
GW0456G3,0,0,0,1,0,0,0,1,2
GW0456G5,0,0,0,0,0,0,0,1,1
GW0464L2,0,1,1,1,1,0,0,1,5
GW0464L3,0,0,1,1,0,0,0,1,3
GW0464L5,0,1,1,1,1,0,0,1,5
GW0468L2,0,1,0,1,1,0,0,0,3
GW0468L3,0,0,0,1,0,0,0,0,1
GW0468L4,0,0,0,1,1,0,0,0,2
GW0470L1,0,0,0,0,0,0,0,0,0
GW0470L2,0,1,1,1,1,0,0,0,4
GW0470L3,0,1,0,1,2,0,0,1,5
GW0471L2,0,0,0,1,0,0,0,0,1
GW0471L3,0,0,0,0,1,0,0,0,1
GW0474L2,0,0,0,0,0,0,0,0,0
GW0474L3,0,0,1,1,0,0,0,1,3
GW0476L2,0,0,0,0,0,0,0,0,0
GW0476L3,0,0,0,0,0,0,0,0,0
GW0485L1,0,1,1,1,1,0,3,1,8
GW0485L2,0,1,1,1,1,0,2,1,7
GW0487G1,0,0,0,1,1,0,0,0,2
GW0487G5,0,0,0,0,0,0,0,0,0
GW0490G2,0,0,0,0,0,0,0,0,0
GW0491G3,0,0,0,0,0,0,0,0,0
GW0491G4,0,0,1,1,0,0,0,1,3
GW0493G3,0,0,0,0,0,0,0,0,0
GW0494G2,0,0,0,0,0,0,0,0,0
GW0494G3,0,0,0,0,0,0,0,0,0
GW0497G2,0,0,0,0,0,0,0,0,0
GW0499G1,0,0,0,0,0,0,0,0,0
GW0499G2,0,0,0,0,0,0,0,0,0
GW0499G6,0,0,0,0,0,0,0,0,0
GW0500G1,0,1,1,1,0,0,0,0,3
GW0500G2,0,0,0,1,0,0,0,0,1
GW0502G1,0,0,0,1,0,0,0,0,1
GW0502G2,0,1,1,1,1,0,0,1,5
GW0503G1,0,0,1,1,1,0,0,1,4
GW0503G2,0,1,1,1,1,0,1,1,6
GW0503G3,0,1,1,1,1,0,0,1,5
GW0503G4,0,0,0,1,1,0,0,0,2
GW0504L5,0,0,0,0,0,0,0,0,0
GW0508L2,0,0,1,1,2,0,0,1,5
GW0508L3,0,0,0,1,2,0,0,1,4
GW0509L1,0,1,1,1,1,0,1,1,6
GW0528L1,0,0,0,0,0,0,0,0,0
GW0528L4,0,0,0,0,0,0,0,0,0
GW0530L3,0,1,0,0,1,0,0,0,2
GW0530L4,0,0,0,0,0,0,0,0,0
GW0532L5,0,1,1,0,1,0,0,0,3
GW0534L2,0,0,0,0,0,0,0,0,0
GW0534L3,0,1,0,1,1,0,0,0,3
GW0535L3,0,0,0,0,0,0,0,0,0
GW0535L4,0,1,0,1,1,0,0,0,3
GW0536L2,0,0,0,0,0,0,0,0,0
GW0539G1,0,1,1,0,1,0,0,0,3
GW0539G2,0,1,1,1,2,0,0,1,6
GW0539G3,0,0,1,1,2,0,0,0,4
GW0545L2,0,0,0,0,0,0,0,0,0
GW0549L3,0,0,0,0,0,0,0,0,0
GW0550L1,0,0,0,0,0,0,0,0,0
GW0550L3,0,0,0,0,1,0,0,0,1
GW0552L2,0,0,0,0,0,0,0,0,0
GW0552L3,0,0,0,0,0,0,0,0,0
GW0552L4,0,0,0,0,0,0,0,0,0
GW0555L2,0,0,0,0,1,0,0,1,2
GW0555L4,0,1,0,1,1,0,0,1,4
GW0558L2,0,1,1,1,0,0,0,0,3
GW0558L3,0,1,1,1,0,0,0,1,4
GW0562L3,0,1,0,0,1,0,0,0,2
GW0569G2,0,0,0,0,1,0,0,0,1
GW0569G3,0,0,0,1,1,0,0,0,2
GW0571G2,0,1,1,1,1,0,3,1,8
GW0571G3,0,1,1,1,2,0,0,1,6
GW0571G4,0,1,1,1,1,0,0,1,5
GW0571G5,0,1,1,1,1,0,1,1,6
GW0572G2,0,0,1,1,0,0,0,1,3
GW0572G3,0,1,1,1,1,0,17,1,22
GW0572G4,0,1,1,1,0,0,0,1,4
GW0572G5,0,1,1,1,1,0,4,1,9
GW0573G1,0,0,1,0,0,0,0,0,1
GW0573G2,0,0,0,1,1,0,0,1,3
GW0573G3,0,1,1,2,0,0,0,0,4
GW0574G1,0,0,0,0,0,0,1,0,1
GW0574G2,0,0,0,1,1,0,0,0,2
GW0574G3,0,1,1,1,1,0,2,1,7
GW0575G1,0,0,0,1,1,0,0,1,3
GW0575G2,0,0,0,1,1,0,0,0,2
GW0575G3,0,1,1,1,1,0,2,1,7
GW0575G4,0,1,1,2,0,0,0,0,4
GW0575G5,0,1,1,1,1,0,2,1,7
GW0577G2,0,1,0,1,1,0,0,0,3
GW0582G2,0,1,0,1,0,0,0,0,2
GW0582G3,0,1,1,1,1,0,0,1,5
GW0583G2,0,0,0,1,0,0,0,0,1
GW0591L1,0,0,0,1,1,0,0,0,2
GW0600L2,0,0,0,0,0,0,0,0,0
GW0604L2,0,1,0,0,1,0,0,0,2
GW0604L3,0,0,0,1,1,0,0,1,3
GW0604L4,0,0,0,0,1,0,0,0,1
GW0605L2,0,1,0,1,1,0,0,1,4
GW0605L3,0,0,0,1,1,0,0,0,2
GW0606L2,0,1,1,1,1,0,0,0,4
GW0607L3,0,1,2,1,1,0,2,1,8
GW0608L2,0,0,0,0,0,0,0,0,0
GW0613L2,0,0,0,1,1,0,0,0,2
GW0613L3,0,1,1,1,1,0,0,1,5
GW0614L2,0,0,0,0,0,0,0,0,0
GW0615L2,0,0,0,2,0,0,0,1,3
GW0615L3,0,0,0,0,0,0,0,0,0
GW0616L2,0,1,1,1,2,0,1,1,7
GW0616L3,0,1,1,1,1,0,12,1,17
GW0619L2,0,0,0,0,0,0,0,0,0
GW0620L2,0,0,0,0,0,0,0,0,0
GW0620L3,0,1,1,1,1,0,0,1,5
GW0620L4,0,0,0,1,1,0,0,0,2
GW0621L5,0,0,0,0,1,0,0,0,1
GW0624G2,0,1,0,1,1,0,0,0,3
GW0626G2,0,1,1,1,1,0,0,1,5
GW0626G3,0,1,1,1,1,0,2,1,7
GW0626G4,0,1,1,1,0,0,0,0,3
GW0627G1,0,1,0,1,1,0,0,0,3
GW0627G2,0,1,1,1,1,0,0,1,5
GW0627G3,0,1,1,1,1,0,1,1,6
GW0628G4,0,1,1,1,1,0,3,1,8
GW0629G1,0,0,0,0,0,0,0,0,0
GW0629G3,0,0,0,0,0,0,0,0,0
GW0631G1,0,0,0,0,0,0,0,1,1
GW0631G2,0,0,0,1,0,0,0,0,1
GW0631G3,0,0,0,1,3,0,0,1,5
GW0637G2,0,0,0,0,1,0,0,0,1
GW0637G3,0,1,1,2,1,0,0,1,6
GW0639G2,0,1,1,1,1,0,0,0,4
GW0639G3,0,1,1,1,1,0,5,1,10
GW0640G1,0,0,0,1,1,0,0,0,2
GW0640G2,0,0,0,0,0,0,0,0,0
GW0640G3,0,1,0,1,0,0,0,1,3
GW0641G2,0,0,0,1,0,0,0,0,1
GW0645G2,0,0,0,0,1,0,0,0,1
GW0645G4,0,1,1,1,1,0,0,0,4
GW0653L1,0,0,0,1,0,0,0,0,1
GW0653L2,0,0,0,1,0,0,0,0,1
GW0655L2,0,0,0,0,1,0,0,0,1
GW0655L3,0,0,0,0,0,0,0,0,0
GW0657L2,0,1,1,1,1,0,3,1,8
